route,name,type,departure_time,arrival_time,duration,price,seats_available,rating,from_place,to_place
Delhi to Manali,Northern Travels,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),18:30,06:45,12h 15m,500,39,3.2,Delhi,Manali
Delhi to Manali,TANISHQ HOLIDAYS TOUR,Volvo Multi-Axle A/C Semi Sleeper (2+2),21:00,10:00,13h 00m,1529,49,2.8,Delhi,Manali
Delhi to Manali,TANISHQ HOLIDAYS TOUR,Volvo A/C Semi Sleeper (2+2),19:30,07:30,12h 00m,594,21,2.8,Delhi,Manali
Delhi to Manali,Royal Travels Hills,Volvo A/C Semi Sleeper (2+2),19:30,07:30,12h 00m,1199,31,2.6,Delhi,Manali
Delhi to Manali,Yatrabybus.com,Bharat Benz A/C Semi Sleeper (2+2),19:00,05:00,10h 00m,2199,49,2.5,Delhi,Manali
Delhi to Manali,SIDDHI VINAYAK TRAVELS,Volvo A/C Semi Sleeper (2+2),21:00,10:30,13h 30m,500,33,2.5,Delhi,Manali
Delhi to Manali,Heera Himachal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),18:30,07:30,13h 00m,888,32,1.7,Delhi,Manali
Hamirpur (Himachal Pradesh) to Chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,01:15,04h 55m,949,1,3.9,Hamirpur (Himachal Pradesh),Chandigarh
Hamirpur (Himachal Pradesh) to Chandigarh,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:40,02:05,04h 25m,1485,1,4.7,Hamirpur (Himachal Pradesh),Chandigarh
Delhi to Hamirpur (Himachal Pradesh),HRTC - 540,Ordinary 3+2 Non AC Seater,19:00,08:00,13h 00m,696,29,4.0,Delhi,Hamirpur (Himachal Pradesh)
Delhi to Hamirpur (Himachal Pradesh),HRTC - 552,Himmani Deluxe 2+2 Non AC Seater,19:45,05:00,09h 15m,608,8,3.6,Delhi,Hamirpur (Himachal Pradesh)
Delhi to Hamirpur (Himachal Pradesh),HRTC - 559,Ordinary 3+2 Non AC Seater,20:29,08:05,11h 36m,613,35,4.2,Delhi,Hamirpur (Himachal Pradesh)
Delhi to Hamirpur (Himachal Pradesh),HRTC - 98,Himsuta AC Seater Volvo/Scania 2+2,20:42,06:30,09h 48m,1118,26,4.1,Delhi,Hamirpur (Himachal Pradesh)
Delhi to Hamirpur (Himachal Pradesh),HRTC - 566,Ordinary 3+2 Non AC Seater,21:10,07:30,10h 20m,574,35,4.0,Delhi,Hamirpur (Himachal Pradesh)
Delhi to Hamirpur (Himachal Pradesh),HRTC - 16,Himsuta AC Seater Volvo/Scania 2+2,21:20,05:50,08h 30m,1008,10,4.1,Delhi,Hamirpur (Himachal Pradesh)
Delhi to Hamirpur (Himachal Pradesh),HRTC - 82,Himsuta AC Seater Volvo/Scania 2+2,21:55,07:40,09h 45m,1103,25,3.7,Delhi,Hamirpur (Himachal Pradesh)
Delhi to Hamirpur (Himachal Pradesh),Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:20,05:55,08h 35m,738,11,4.7,Delhi,Hamirpur (Himachal Pradesh)
Delhi to Hamirpur (Himachal Pradesh),Laxmi holidays,Volvo A/C Semi Sleeper (2+2),21:00,06:10,09h 10m,712,19,4.5,Delhi,Hamirpur (Himachal Pradesh)
Delhi to Chandigarh,HRTC - 532,Ordinary 3+2 Non AC Seater,17:59,23:59,06h 00m,285,23,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 534,Ordinary 3+2 Non AC Seater,18:05,23:10,05h 05m,280,37,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 530,Ordinary 3+2 Non AC Seater,18:20,23:52,05h 32m,280,37,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 587,Ordinary 3+2 Non AC Seater,18:25,23:05,04h 40m,270,36,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 537,Ordinary 3+2 Non AC Seater,18:30,00:01,05h 31m,285,37,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 538,Ordinary 3+2 Non AC Seater,18:31,01:30,06h 59m,280,35,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 590,A/C Executive (2+3),19:00,00:10,05h 10m,280,37,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 540,Ordinary 3+2 Non AC Seater,19:00,00:05,05h 05m,285,37,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 541,Ordinary 3+2 Non AC Seater,19:14,00:30,05h 16m,285,37,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 549,A/C Executive (2+3),19:25,00:30,05h 05m,260,44,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 548,Ordinary 3+2 Non AC Seater,19:31,00:40,05h 09m,280,28,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 545,Ordinary 3+2 Non AC Seater,19:32,00:20,04h 48m,270,37,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 301,Ordinary 3+2 Non AC Seater,19:43,00:20,04h 37m,280,27,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 553,Ordinary 3+2 Non AC Seater,19:50,01:10,05h 20m,280,37,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 556,Ordinary 3+2 Non AC Seater,20:10,01:30,05h 20m,285,27,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 84,Himsuta AC Seater Volvo/Scania 2+2,20:15,01:20,05h 05m,523,35,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 557,Ordinary 3+2 Non AC Seater,20:15,01:30,05h 15m,285,29,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 98,Himsuta AC Seater Volvo/Scania 2+2,20:42,02:20,05h 38m,523,27,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 563,Ordinary 3+2 Non AC Seater,20:50,02:15,05h 25m,280,37,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 567,Himsuta AC Seater Volvo/Scania 2+2,21:03,02:30,05h 27m,513,35,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 565,Ordinary 3+2 Non AC Seater,21:05,01:50,04h 45m,280,23,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 574,Ordinary 3+2 Non AC Seater,21:14,01:50,04h 36m,270,31,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 569,Himmani Deluxe 2+2 Non AC Seater,21:22,02:40,05h 18m,305,27,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 570,Ordinary 3+2 Non AC Seater,21:25,02:50,05h 25m,280,37,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 214002,Himsuta AC Seater Volvo/Scania 2+2,21:27,02:10,04h 43m,513,34,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 568,Ordinary 3+2 Non AC Seater,21:30,04:05,06h 35m,285,39,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 577,A/C Executive (2+3),21:40,02:40,05h 00m,280,40,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 600,Himsuta AC Seater Volvo/Scania 2+2,21:50,04:00,06h 10m,513,32,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 518,Ordinary 3+2 Non AC Seater,21:58,02:50,04h 52m,285,26,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 575,A/C Executive (2+3),21:59,03:05,05h 06m,285,47,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 527,Ordinary 3+2 Non AC Seater,22:05,03:00,04h 55m,281,37,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 578,Ordinary 3+2 Non AC Seater,22:10,03:40,05h 30m,280,36,2.5,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 579,Ordinary 3+2 Non AC Seater,22:30,03:00,04h 30m,280,27,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 22,Himsuta AC Seater Volvo/Scania 2+2,23:00,04:30,05h 30m,523,23,3.9,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 582,Ordinary 3+2 Non AC Seater,23:05,04:40,05h 35m,285,34,4.8,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 60,Himsuta AC Seater Volvo/Scania 2+2,23:40,04:40,05h 00m,523,34,4.7,Delhi,Chandigarh
Delhi to Chandigarh,HRTC - 564,Ordinary 3+2 Non AC Seater,23:40,05:40,06h 00m,280,37,3.9,Delhi,Chandigarh
Delhi to Chandigarh,Chandigarh Transport Undertaking (CTU) - 165694,HVAC Seater (2+3),18:30,00:05,05h 35m,404,46,4.5,Delhi,Chandigarh
Delhi to Chandigarh,Chandigarh Transport Undertaking (CTU) - 165698,HVAC Seater (2+3),20:00,01:35,05h 35m,404,47,2.4,Delhi,Chandigarh
Delhi to Chandigarh,Chandigarh Transport Undertaking (CTU) - 165721,HVAC Seater (2+3),21:30,03:05,05h 35m,404,43,4.0,Delhi,Chandigarh
Delhi to Chandigarh,KVS Holidays,A/C Seater / Sleeper (2+2),17:00,22:30,05h 30m,399,32,3.0,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:00,23:05,06h 05m,422,22,4.4,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),17:00,22:50,05h 50m,462,8,4.5,Delhi,Chandigarh
Delhi to Chandigarh,AdCity Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),23:00,04:40,05h 40m,540,40,3.6,Delhi,Chandigarh
Delhi to Chandigarh,Goel Tourist (Regd),A/C Seater / Sleeper (2+2),17:30,23:15,05h 45m,509,37,3.5,Delhi,Chandigarh
Delhi to Chandigarh,Ashok Bus Service,VE A/C Seater / Sleeper (2+1),17:50,00:15,06h 25m,463,40,3.6,Delhi,Chandigarh
Delhi to Chandigarh,Malana Travels,Bharat Benz A/C Semi Sleeper (2+2),18:00,23:00,05h 00m,570,11,4.8,Delhi,Chandigarh
Delhi to Chandigarh,Lavish Travels,A/C Seater / Sleeper (2+2),18:15,01:00,06h 45m,424,32,3.5,Delhi,Chandigarh
Delhi to Chandigarh,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),18:20,23:05,04h 45m,516,19,4.3,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,23:50,05h 20m,555,15,4.4,Delhi,Chandigarh
Delhi to Chandigarh,Ram Dalal Holidays,A/C Seater/Sleeper (2+1),18:30,00:05,05h 35m,495,14,4.5,Delhi,Chandigarh
Delhi to Chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),18:30,23:15,04h 45m,360,13,4.8,Delhi,Chandigarh
Delhi to Chandigarh,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),18:30,01:00,06h 30m,564,22,5.0,Delhi,Chandigarh
Delhi to Chandigarh,FlixBus,A/C Seater (2+2),18:30,00:30,06h 00m,364,16,3.7,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:30,00:00,05h 30m,462,27,4.8,Delhi,Chandigarh
Delhi to Chandigarh,Malana Travels,Bharat Benz A/C Semi Sleeper (2+2),18:30,23:30,05h 00m,570,16,4.8,Delhi,Chandigarh
Delhi to Chandigarh,Zakir Flights,Volvo A/C Semi Sleeper (2+2),18:30,00:30,06h 00m,541,29,3.0,Delhi,Chandigarh
Delhi to Chandigarh,IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),18:35,01:10,06h 35m,650,23,4.6,Delhi,Chandigarh
Delhi to Chandigarh,NueGo,Electric A/C Seater (2+2),18:40,23:35,04h 55m,451,7,3.2,Delhi,Chandigarh
Delhi to Chandigarh,Malana Travels,Volvo A/C Semi Sleeper (2+2),19:00,23:59,04h 59m,570,27,4.4,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:00,23:55,04h 55m,474,17,4.7,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:00,23:55,04h 55m,474,16,4.6,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:00,00:15,05h 15m,474,26,4.7,Delhi,Chandigarh
Delhi to Chandigarh,FlixBus,A/C Seater (2+2),19:00,01:30,06h 30m,509,31,3.7,Delhi,Chandigarh
Delhi to Chandigarh,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),19:15,23:45,04h 30m,539,29,3.0,Delhi,Chandigarh
Delhi to Chandigarh,Yolo Bus,A/C Seater/Sleeper (2+1),19:15,00:03,04h 48m,500,32,3.9,Delhi,Chandigarh
Delhi to Chandigarh,Bharmani Travels,Volvo A/C Semi Sleeper (2+2),19:20,00:50,05h 30m,647,35,3.8,Delhi,Chandigarh
Delhi to Chandigarh,A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),19:30,23:55,04h 25m,539,28,3.3,Delhi,Chandigarh
Delhi to Chandigarh,Shree Mahaveer Travels Jaipur,A/C Seater/Sleeper (2+1),19:30,02:00,06h 30m,499,21,3.5,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),19:30,00:40,05h 10m,494,30,4.6,Delhi,Chandigarh
Delhi to Chandigarh,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,01:05,05h 35m,585,33,4.4,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),19:30,00:50,05h 20m,542,11,4.2,Delhi,Chandigarh
Delhi to Chandigarh,Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:35,23:59,04h 24m,507,19,3.9,Delhi,Chandigarh
Delhi to Chandigarh,Bharmani Travels,Volvo A/C Semi Sleeper (2+2),19:40,01:40,06h 00m,606,36,3.8,Delhi,Chandigarh
Delhi to Chandigarh,Reo India Travels,Volvo A/C Semi Sleeper (2+2),19:45,00:30,04h 45m,520,18,3.9,Delhi,Chandigarh
Delhi to Chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),19:55,00:40,04h 45m,540,20,4.1,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:00,01:30,05h 30m,532,22,4.8,Delhi,Chandigarh
Delhi to Chandigarh,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:00,01:05,05h 05m,630,10,4.8,Delhi,Chandigarh
Delhi to Chandigarh,Northern Travels,Volvo A/C Semi Sleeper (2+2),20:00,01:20,05h 20m,600,27,3.1,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:00,01:00,05h 00m,474,18,4.6,Delhi,Chandigarh
Delhi to Chandigarh,Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),20:00,01:00,05h 00m,637,33,3.7,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,01:40,05h 40m,618,32,4.0,Delhi,Chandigarh
Delhi to Chandigarh,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:00,02:25,06h 25m,583,15,4.3,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:00,01:10,05h 10m,474,24,3.9,Delhi,Chandigarh
Delhi to Chandigarh,Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:15,01:45,05h 30m,630,9,4.7,Delhi,Chandigarh
Delhi to Chandigarh,Bharmani Travels,Volvo A/C Semi Sleeper (2+2),20:15,01:10,04h 55m,606,27,3.8,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:30,01:30,05h 00m,665,27,4.9,Delhi,Chandigarh
Delhi to Chandigarh,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:30,01:10,04h 40m,612,8,5.0,Delhi,Chandigarh
Delhi to Chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),20:30,01:30,05h 00m,495,25,3.5,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,01:50,05h 20m,474,42,4.6,Delhi,Chandigarh
Delhi to Chandigarh,Triptara tour & Travel,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,01:40,05h 10m,550,24,5.0,Delhi,Chandigarh
Delhi to Chandigarh,Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),20:30,02:00,05h 30m,594,36,3.7,Delhi,Chandigarh
Delhi to Chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:35,00:55,04h 20m,517,17,4.8,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,01:55,04h 55m,665,17,4.9,Delhi,Chandigarh
Delhi to Chandigarh,Zingbus Plus,Scania A/C Semi Sleeper (2+2),21:00,01:30,04h 30m,540,22,4.6,Delhi,Chandigarh
Delhi to Chandigarh,Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:00,01:45,04h 45m,612,16,5.0,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,02:30,05h 30m,474,24,3.0,Delhi,Chandigarh
Delhi to Chandigarh,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),21:15,01:20,04h 05m,600,31,4.4,Delhi,Chandigarh
Delhi to Chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),21:20,01:40,04h 20m,540,29,3.6,Delhi,Chandigarh
Delhi to Chandigarh,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),21:30,02:15,04h 45m,584,35,3.0,Delhi,Chandigarh
Delhi to Chandigarh,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),21:45,02:30,04h 45m,513,23,4.9,Delhi,Chandigarh
Delhi to Chandigarh,Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:45,02:15,04h 30m,540,19,4.9,Delhi,Chandigarh
Delhi to Chandigarh,Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),21:50,02:30,04h 40m,500,13,4.3,Delhi,Chandigarh
Delhi to Chandigarh,IntrCity SmartBus,Volvo A/C Semi Sleeper (2+2),21:55,03:10,05h 15m,650,20,4.4,Delhi,Chandigarh
Delhi to Chandigarh,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:00,04:50,06h 50m,349,7,4.5,Delhi,Chandigarh
Delhi to Chandigarh,NueGo,Electric A/C Seater (2+2),22:00,03:15,05h 15m,380,15,4.1,Delhi,Chandigarh
Delhi to Chandigarh,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),22:00,01:50,03h 50m,540,33,5.0,Delhi,Chandigarh
Delhi to Chandigarh,FlixBus,A/C Seater (2+2),22:00,03:45,05h 45m,342,37,3.7,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,03:20,05h 20m,474,19,4.9,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,03:10,05h 10m,350,15,4.3,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,02:50,04h 50m,475,27,4.8,Delhi,Chandigarh
Delhi to Chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),22:20,03:00,04h 40m,540,29,4.8,Delhi,Chandigarh
Delhi to Chandigarh,City Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:20,03:20,05h 00m,585,29,3.6,Delhi,Chandigarh
Delhi to Chandigarh,Travel Point,A/C Seater / Sleeper (2+2),22:30,04:15,05h 45m,528,50,3.5,Delhi,Chandigarh
Delhi to Chandigarh,Apex Bus Travels,A/C Seater / Sleeper (2+2),22:30,03:00,04h 30m,549,32,3.4,Delhi,Chandigarh
Delhi to Chandigarh,Yolo Bus,Scania Multi-Axle AC Semi Sleeper (2+2),22:33,02:57,04h 24m,600,36,4.6,Delhi,Chandigarh
Delhi to Chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:40,03:00,04h 20m,522,26,3.6,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),22:40,03:50,05h 10m,474,33,4.8,Delhi,Chandigarh
Delhi to Chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),22:45,03:20,04h 35m,540,29,5.0,Delhi,Chandigarh
Delhi to Chandigarh,Kedara Bus,A/C Seater / Sleeper (2+1),22:45,04:40,05h 55m,645,40,4.1,Delhi,Chandigarh
Delhi to Chandigarh,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:50,04:05,05h 15m,599,30,3.8,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Bharat Benz A/C Semi Sleeper (2+2),22:50,20:20,21h 30m,523,27,4.6,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Bharat Benz A/C Semi Sleeper (2+2),22:50,04:00,05h 10m,523,27,4.7,Delhi,Chandigarh
Delhi to Chandigarh,Zingbus Plus,Scania A/C Semi Sleeper (2+2),22:50,03:35,04h 45m,443,24,4.7,Delhi,Chandigarh
Delhi to Chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),22:55,04:15,05h 20m,494,12,4.7,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,VE A/C Sleeper (2+1),23:00,04:30,05h 30m,618,16,4.6,Delhi,Chandigarh
Delhi to Chandigarh,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),23:00,04:15,05h 15m,630,6,4.7,Delhi,Chandigarh
Delhi to Chandigarh,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),23:00,04:25,05h 25m,630,6,5.0,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:00,03:50,04h 50m,542,32,4.7,Delhi,Chandigarh
Delhi to Chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),23:00,03:30,04h 30m,540,5,4.4,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:00,04:20,05h 20m,569,36,4.5,Delhi,Chandigarh
Delhi to Chandigarh,NueGo,Electric A/C Seater (2+2),23:00,04:35,05h 35m,396,19,3.8,Delhi,Chandigarh
Delhi to Chandigarh,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),23:00,03:50,04h 50m,575,18,5.0,Delhi,Chandigarh
Delhi to Chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),23:00,03:15,04h 15m,540,5,3.9,Delhi,Chandigarh
Delhi to Chandigarh,NueGo,Electric A/C Seater (2+2),23:15,05:05,0-19h 0-10m,451,13,4.7,Delhi,Chandigarh
Delhi to Chandigarh,Yolo Bus,Volvo 9600 A/C Semi Sleeper (2+2),23:16,04:27,05h 11m,550,27,4.9,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,04:15,04h 50m,523,12,4.4,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,04:40,05h 15m,523,12,5.0,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,04:40,05h 10m,570,18,4.4,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,04:35,05h 05m,474,15,5.0,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,04:30,05h 00m,522,15,4.7,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40,04:40,05h 00m,601,18,4.4,Delhi,Chandigarh
Delhi to Chandigarh,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),23:40,05:05,05h 25m,556,33,4.4,Delhi,Chandigarh
Delhi to Chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:40,04:40,05h 00m,511,29,5.0,Delhi,Chandigarh
Delhi to Chandigarh,FlixBus,A/C Seater (2+2),23:55,04:55,05h 00m,399,20,3.7,Delhi,Chandigarh
Delhi to Chandigarh,NueGo,Electric A/C Seater (2+2),23:55,05:10,05h 15m,543,15,4.0,Delhi,Chandigarh
Delhi to Chandigarh,City Land Travels,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,04:15,04h 20m,522,38,3.6,Delhi,Chandigarh
Delhi to Chandigarh,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),17:00,23:00,06h 00m,539,36,0.0,Delhi,Chandigarh
Delhi to Chandigarh,PRAKASH TOURISM,A/C Seater / Sleeper (2+2),18:05,22:05,04h 00m,3000,45,0.0,Delhi,Chandigarh
Delhi to Chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),18:15,23:50,05h 35m,585,31,1.9,Delhi,Chandigarh
Delhi to Chandigarh,Northern Travels,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),18:30,23:15,04h 45m,500,39,2.6,Delhi,Chandigarh
Delhi to Chandigarh,Travel hub,Volvo A/C Semi Sleeper (2+2),18:45,01:50,07h 05m,599,29,2.6,Delhi,Chandigarh
Delhi to Chandigarh,Cab India Travels,Volvo A/C Semi Sleeper (2+2),19:20,01:00,05h 40m,600,36,2.8,Delhi,Chandigarh
Delhi to Chandigarh,City Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:25,01:05,05h 40m,500,22,2.9,Delhi,Chandigarh
Delhi to Chandigarh,G.T.SHolidays,Bharat Benz A/C Semi Sleeper (2+2),19:30,00:30,05h 00m,649,29,2.3,Delhi,Chandigarh
Delhi to Chandigarh,TANISHQ HOLIDAYS TOUR,Volvo A/C Semi Sleeper (2+2),19:30,23:30,04h 00m,594,37,2.8,Delhi,Chandigarh
Delhi to Chandigarh,SIDDHI VINAYAK TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:30,01:15,05h 45m,549,37,2.7,Delhi,Chandigarh
Delhi to Chandigarh,ABHI TRAVELS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),19:30,01:00,05h 30m,522,21,2.4,Delhi,Chandigarh
Delhi to Chandigarh,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),20:30,02:30,06h 00m,539,36,0.0,Delhi,Chandigarh
Delhi to Chandigarh,Northern Travels,Volvo A/C Semi Sleeper (2+2),20:30,01:15,04h 45m,500,32,2.6,Delhi,Chandigarh
Delhi to Chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:00,02:30,05h 30m,522,30,1.8,Delhi,Chandigarh
Delhi to Chandigarh,SHAH HOLIDAY TRAVEL,Bharat Benz A/C Seater / Sleeper (2+2),21:00,03:00,06h 00m,599,35,2.8,Delhi,Chandigarh
Delhi to Chandigarh,SIDDHI VINAYAK TRAVELS,Volvo A/C Semi Sleeper (2+2),21:00,02:45,05h 45m,500,33,2.7,Delhi,Chandigarh
